4,  0.05,  SIGMOID,  ANNEALING,  35.67787950043107,  35.21825135243708,  35.34684915267883,  35.414326668515656
4,  0.05,  SIGMOID,  MOMENTUM - ANNEALING,  35.00415260486681,  34.584902407621755,  34.240693195875544,  34.6099160694547
4,  0.05,  TANH,  ANNEALING,  33.540498816360675,  33.643143121129434,  33.569609030836475,  33.5844169894422
4,  0.05,  TANH,  MOMENTUM - ANNEALING, ,  33.879158519898894,  33.902087621931535,  37.69931110652505
4,  0.05,  RELU,  ANNEALING,  49.93584356583029,  49.344902182948296, ,  46.377768461950744
4,  0.05,  RELU,  MOMENTUM - ANNEALING,  37.07351240800305,  37.3453958085408, ,  39.6736983409974
4,  0.1,  SIGMOID,  ANNEALING,  34.383019749593025,  34.16752133477528,  34.651231746938,  34.40059094376877
4,  0.1,  SIGMOID,  MOMENTUM - ANNEALING,  33.232289294481454,  34.18187525882707,  33.43704747862717,  33.617070677311894
4,  0.1,  TANH,  ANNEALING,  33.77581251539418,  33.809035588128886,  33.834839494088165,  33.80656253253707
4,  0.1,  TANH,  MOMENTUM - ANNEALING,  34.820129578948446,  34.5928096225707,  34.62644332168418,  34.67979417440111
4,  0.1,  RELU,  ANNEALING, ,  40.44438043388156,  38.397850488284206,  45.979131922619764
4,  0.1,  RELU,  MOMENTUM - ANNEALING,  40.05186976995848,  43.40373087075967,  40.96102715667598,  41.47220926579804
4,  0.15,  SIGMOID,  ANNEALING,  33.381235153770895,  34.3708802930945,  33.81776223414776,  33.856625893671044
4,  0.15,  SIGMOID,  MOMENTUM - ANNEALING,  33.13725983398847,  33.037449803354285,  33.1063715637904,  33.093693733711056
4,  0.15,  TANH,  ANNEALING,  34.33859553775956,  34.14392815580694,  34.38762114033609,  34.29004827796752
4,  0.15,  TANH,  MOMENTUM - ANNEALING,  35.11462885540947,  35.168871995280305,  35.282986188600745,  35.18882901309684
4,  0.15,  RELU,  ANNEALING, ,  46.8764882183362,  46.63725219796235,  44.92403881762554
4,  0.15,  RELU,  MOMENTUM - ANNEALING, ,  38.91438348079249,  38.49113703197263,  42.96983668373798
4,  0.2,  SIGMOID,  ANNEALING,  34.01827180323467,  33.46911768914252,  34.54003737808953,  34.00914229015557
4,  0.2,  SIGMOID,  MOMENTUM - ANNEALING,  33.113940746806364,  35.57619850540062,  34.907922062074086,  34.532687104760356
4,  0.2,  TANH,  ANNEALING,  34.61279697138941,  34.61958786254807,  34.551056632941076,  34.594480488959526
4,  0.2,  TANH,  MOMENTUM - ANNEALING,  35.642125389613064,  35.70430911648822,  35.59761007332299,  35.648014859808086
4,  0.2,  RELU,  ANNEALING,  41.22999476811458,  37.73032955665798, ,  42.336639475345294
4,  0.2,  RELU,  MOMENTUM - ANNEALING,  39.87423965194817, ,  40.44398604054441,  45.140687168367634
4,  0.25,  SIGMOID,  ANNEALING,  33.32447358211994,  33.5948083649097,  34.26336760538842,  33.72754985080602
4,  0.25,  SIGMOID,  MOMENTUM - ANNEALING,  34.754749159453524,  34.08402229637092,  33.14718057309655,  33.995317342973664
4,  0.25,  TANH,  ANNEALING,  34.62162653609064,  34.854520629726,  34.934156173391045,  34.803434446402555
4,  0.25,  TANH,  MOMENTUM - ANNEALING,  35.75761967346314,  35.624179440418004,  35.54642357068694,  35.642740894856026
4,  0.25,  RELU,  ANNEALING, ,  52.638063163574785,  50.007599937207964,  46.94489240929332
4,  0.25,  RELU,  MOMENTUM - ANNEALING,  38.83801825018405,  39.190702927377465, ,  42.281028660787946
4,  0.3,  SIGMOID,  ANNEALING,  33.51850185390724,  33.12493747274232,  33.406599505291986,  33.350012943980516
4,  0.3,  SIGMOID,  MOMENTUM - ANNEALING,  35.48176381512572,  34.34617353450004,  34.029359564240785,  34.61909897128885
4,  0.3,  TANH,  ANNEALING,  35.246775625597124,  35.22832569256064,  35.11039794330241,  35.19516642048672
4,  0.3,  TANH,  MOMENTUM - ANNEALING,  36.30836485480058,  35.94557910766312,  36.213605660784836,  36.15584987441618
4,  0.3,  RELU,  ANNEALING, ,  46.74299537545179,  43.929231411398106,  42.429018531847
4,  0.3,  RELU,  MOMENTUM - ANNEALING,  36.72979979883574,  41.70625808359859, ,  46.887818329624146
4,  0.35,  SIGMOID,  ANNEALING,  34.91934342609985,  34.199086292846154,  33.13539599537618,  34.084608571440725
4,  0.35,  SIGMOID,  MOMENTUM - ANNEALING,  33.39982204560297,  34.34663296041594,  35.43593727680367,  34.39413076094086
4,  0.35,  TANH,  ANNEALING,  35.49069455140712,  35.47316963790015,  35.46442252195899,  35.47609557042208
4,  0.35,  TANH,  MOMENTUM - ANNEALING,  35.75898408545391,  35.36761657059684,  36.03333323494943,  35.71997796366673
4,  0.35,  RELU,  ANNEALING, ,  37.23188274837392,  39.75466525693689,  42.614805219822905
4,  0.35,  RELU,  MOMENTUM - ANNEALING,  63.21142722426471,  62.689285030564484, ,  57.85309646334746
4,  0.4,  SIGMOID,  ANNEALING,  33.12274045265486,  32.91774152093443,  33.03022598385911,  33.023569319149466
4,  0.4,  SIGMOID,  MOMENTUM - ANNEALING,  33.29939431644646,  33.47275761762325,  36.0876947848616,  34.286615572977105
4,  0.4,  TANH,  ANNEALING,  35.60538218732938,  35.73682201460694,  35.56388696995431,  35.63536372396354
4,  0.4,  TANH,  MOMENTUM - ANNEALING,  41.39545464606653,  41.29062889025683,  39.384853105938554,  40.69031221408731
4,  0.4,  RELU,  ANNEALING,  50.86760838458048,  52.142495240810305, ,  47.94215072764174
4,  0.4,  RELU,  MOMENTUM - ANNEALING,  50.465383296864616,  50.06843439168255, ,  54.543045421227056
4,  0.45,  SIGMOID,  ANNEALING,  33.08402022995279,  34.394969863306116,  35.56313961263653,  34.347376568631816
4,  0.45,  SIGMOID,  MOMENTUM - ANNEALING,  35.212379765444844,  32.8956719930475,  34.04448465589785,  34.0508454714634
4,  0.45,  TANH,  ANNEALING,  35.75835015919782,  35.61132547234564,  35.82416779009711,  35.731281140546855
4,  0.45,  TANH,  MOMENTUM - ANNEALING,  39.75623348093218,  39.96592406197674,  39.83721580951613,  39.853124450808345
4,  0.45,  RELU,  ANNEALING,  39.93485871643803, ,  36.55113991394031,  41.673284104538006
4,  0.45,  RELU,  MOMENTUM - ANNEALING,  58.90682612121545,  58.93884650996553, ,  55.06241935870267
5,  0.05,  SIGMOID,  ANNEALING,  35.26628999625045,  35.52714449444662,  35.2643271509448,  35.35258721388062
5,  0.05,  SIGMOID,  MOMENTUM - ANNEALING,  34.381853174365475,  34.72322558007729,  34.1556690743785,  34.42024927627375
5,  0.05,  TANH,  ANNEALING,  33.9868229668752,  33.60612013728322,  33.62940165551075,  33.74078158655639
5,  0.05,  TANH,  MOMENTUM - ANNEALING,  33.7692915254482,  33.81637209261004,  33.83725194636388,  33.80763852147404
5,  0.05,  RELU,  ANNEALING,  39.22473449552567,  38.83342503175324,  38.54103326119828,  38.86639759615906
5,  0.05,  RELU,  MOMENTUM - ANNEALING,  37.344625026487215,  38.52031414976326,  40.19451454171555,  38.68648457265534
5,  0.1,  SIGMOID,  ANNEALING,  34.179032537422806,  34.3491970209734,  34.49120909416254,  34.33981288418625
5,  0.1,  SIGMOID,  MOMENTUM - ANNEALING,  33.22815703792956,  33.49708376671645,  32.97929093461282,  33.23484391308627
5,  0.1,  TANH,  ANNEALING,  33.77672646146307,  33.719390938810974,  33.80148389166634,  33.76586709731346
5,  0.1,  TANH,  MOMENTUM - ANNEALING,  34.610966811888076,  34.48704511734345,  34.614797116180405,  34.57093634847064
5,  0.1,  RELU,  ANNEALING,  37.54951533129391,  36.841079470276945,  39.836673537736516,  38.07575611310246
5,  0.1,  RELU,  MOMENTUM - ANNEALING,  39.46677776956477,  39.21274194865925,  38.7655179589996,  39.14834589240787
5,  0.15,  SIGMOID,  ANNEALING,  34.63438452894496,  33.403281208992034,  34.11514508918115,  34.050936942372715
5,  0.15,  SIGMOID,  MOMENTUM - ANNEALING,  33.94774761647597,  35.07505685289674,  33.222291737757224,  34.08169873570998
5,  0.15,  TANH,  ANNEALING,  34.27724040977324,  33.93458797711223,  35.24467775764481,  34.48550204817676
5,  0.15,  TANH,  MOMENTUM - ANNEALING,  35.12761553059298,  35.09496983431754,  35.00447695003285,  35.07568743831445
5,  0.15,  RELU,  ANNEALING,  38.63571621238105,  37.92340552372546,  37.518045985998604,  38.025722574035036
5,  0.15,  RELU,  MOMENTUM - ANNEALING,  38.54870000864188,  41.11916727861636,  39.45807448460322,  39.70864725728716
5,  0.2,  SIGMOID,  ANNEALING,  33.3177584735498,  33.72513768762288,  34.98725813004097,  34.01005143040455
5,  0.2,  SIGMOID,  MOMENTUM - ANNEALING,  34.79137152627013,  34.971923968167665,  35.18302851751119,  34.982108003982994
5,  0.2,  TANH,  ANNEALING,  34.606046323780674,  34.56020119320886,  34.3271885469316,  34.49781202130705
5,  0.2,  TANH,  MOMENTUM - ANNEALING,  35.41402188267035,  35.62041784963601,  35.619661701422295,  35.551367144576226
5,  0.2,  RELU,  ANNEALING,  38.946021772471006,  41.79103933981525,  37.93960073420336,  39.558887282163205
5,  0.2,  RELU,  MOMENTUM - ANNEALING,  37.31911435707402,  38.36109458007288,  39.86254774964202,  38.51425222892964
5,  0.25,  SIGMOID,  ANNEALING,  34.475700770012246,  33.2588498876582,  34.12579750988365,  33.9534493891847
5,  0.25,  SIGMOID,  MOMENTUM - ANNEALING,  36.15964588437693,  35.109523537747044,  33.481662098776816,  34.91694384030026
5,  0.25,  TANH,  ANNEALING,  34.93376763190783,  34.700076944597456,  34.98039440053204,  34.871412992345775
5,  0.25,  TANH,  MOMENTUM - ANNEALING,  35.60359545032978,  35.546010505924585,  35.59389264253386,  35.581166199596076
5,  0.25,  RELU,  ANNEALING,  39.408023726336644,  38.651779810410076,  38.06869784684791,  38.70950046119821
5,  0.25,  RELU,  MOMENTUM - ANNEALING,  38.87369260196588,  40.377494880939416, ,  45.736339181907226
5,  0.3,  SIGMOID,  ANNEALING,  32.530201163933185,  33.51851788163864,  33.124529741237446,  33.05774959560309
5,  0.3,  SIGMOID,  MOMENTUM - ANNEALING,  33.67839995346617,  33.39117317942527,  31.852116943037053,  32.973896691976165
5,  0.3,  TANH,  ANNEALING,  35.22464112265538,  35.05123954523002,  35.09865479166566,  35.124845153183685
5,  0.3,  TANH,  MOMENTUM - ANNEALING,  36.362176458250445,  35.428858364997915,  35.399423500652475,  35.730152774633616
5,  0.3,  RELU,  ANNEALING, ,  55.04719347114894,  46.89373457952943,  46.7905824326837
5,  0.3,  RELU,  MOMENTUM - ANNEALING,  60.809257756858415,  60.87079055703541, ,  56.19821750613781
5,  0.35,  SIGMOID,  ANNEALING,  35.47915119069806,  33.76550804220878,  33.09274469766645,  34.112467976857765
5,  0.35,  SIGMOID,  MOMENTUM - ANNEALING,  32.17205922573892,  34.89804982921188,  35.77467536316366,  34.28159480603815
5,  0.35,  TANH,  ANNEALING,  35.26891778477324,  35.26886699457484,  35.3774247344723,  35.305069837940124
5,  0.35,  TANH,  MOMENTUM - ANNEALING,  34.76183438577802,  34.88148235542502,  34.93259429270528,  34.85863701130278
5,  0.35,  RELU,  ANNEALING, ,  50.303594368050454,  49.9246595272983,  46.422586355470514
5,  0.35,  RELU,  MOMENTUM - ANNEALING,  49.95513722515779,  46.668498159952264,  42.09632938155276,  46.23998825555427
5,  0.4,  SIGMOID,  ANNEALING,  33.67260896133497,  34.13730153000358,  31.87115142218477,  33.22702063784111
5,  0.4,  SIGMOID,  MOMENTUM - ANNEALING,  34.53951374557973,  36.102833834378174,  35.69182279845585,  35.444723459471255
5,  0.4,  TANH,  ANNEALING,  35.55346010650338,  35.66228056638559,  35.59281367681434,  35.6028514499011
5,  0.4,  TANH,  MOMENTUM - ANNEALING,  41.273526332096786,  41.06531229559941,  41.00404861940042,  41.1142957490322
5,  0.4,  RELU,  ANNEALING,  46.885212789538585,  47.02412760358204, ,  44.349758324316554
5,  0.4,  RELU,  MOMENTUM - ANNEALING,  58.903716062235176,  61.88040728797124, ,  55.81250196943802
5,  0.45,  SIGMOID,  ANNEALING,  34.53699712592437,  34.9503241791539,  33.576680400701264,  34.354667235259846
5,  0.45,  SIGMOID,  MOMENTUM - ANNEALING,  35.03730656270148,  35.08003307981512,  33.50838321803127,  34.54190762018262
5,  0.45,  TANH,  ANNEALING,  35.48918948119431,  35.36627055282732,  35.64023886693722,  35.49856630031962
5,  0.45,  TANH,  MOMENTUM - ANNEALING,  39.979745535801925,  40.38751378337572,  40.00005515453289,  40.12243815790351
5,  0.45,  RELU,  ANNEALING,  39.4050121658141,  39.30576496161627,  38.75832273063748,  39.15636661935594
5,  0.45,  RELU,  MOMENTUM - ANNEALING,  47.36279478138303,  51.16290053065205,  47.88514315365533,  48.8036128218968
6,  0.05,  SIGMOID,  ANNEALING,  36.22471127118958,  35.893112411930744,  35.870332004452045,  35.996051895857455
6,  0.05,  SIGMOID,  MOMENTUM - ANNEALING,  34.81579945725745,  34.449404191451656,  34.415590331195524,  34.560264659968205
6,  0.05,  TANH,  ANNEALING,  33.6565778113466,  33.533034797376835,  33.634573268966,  33.608061959229815
6,  0.05,  TANH,  MOMENTUM - ANNEALING,  33.840940999195475,  33.7713702065434,  33.80602036425135,  33.80611052333008
6,  0.05,  RELU,  ANNEALING,  37.65475605605344, ,  36.472332448293386,  41.33465320029611
6,  0.05,  RELU,  MOMENTUM - ANNEALING, ,  41.0198064768001,  34.36583943556888,  41.48506598661201
6,  0.1,  SIGMOID,  ANNEALING,  34.19040178336984,  34.91385141155092,  34.812546536718514,  34.63893324387976
6,  0.1,  SIGMOID,  MOMENTUM - ANNEALING,  34.93439871142549,  33.69012005475584,  33.59091157715441,  34.07181011444524
6,  0.1,  TANH,  ANNEALING,  33.796381367771204,  33.793663234397364,  35.42752043381343,  34.33918834532734
6,  0.1,  TANH,  MOMENTUM - ANNEALING,  34.6679376116233,  34.335191236791275,  34.54554332158368,  34.51622405666608
6,  0.1,  RELU,  ANNEALING,  49.39415747243247,  51.34601682655737, ,  46.02457869535484
6,  0.1,  RELU,  MOMENTUM - ANNEALING,  36.80838959913658,  36.17840653153229,  37.834858651531256,  36.940551594066704
6,  0.15,  SIGMOID,  ANNEALING,  34.75263390273366,  33.71645996704194,  33.80976049964268,  34.09295145647276
6,  0.15,  SIGMOID,  MOMENTUM - ANNEALING,  33.94881173160675,  33.527216901812736,  34.57713470218725,  34.017721111868916
6,  0.15,  TANH,  ANNEALING,  34.10704732292356,  34.95762522576621,  34.07397346075893,  34.37954866981624
6,  0.15,  TANH,  MOMENTUM - ANNEALING,  34.92395417899883,  34.95022878042388,  34.996514448788325,  34.95689913607035
6,  0.15,  RELU,  ANNEALING,  38.74551626291795,  40.737271147578824, ,  42.82035129330302
6,  0.15,  RELU,  MOMENTUM - ANNEALING,  40.99205737103922,  41.444818461978066,  40.271794831821616,  40.90289022161297
6,  0.2,  SIGMOID,  ANNEALING,  33.658096207515115,  33.25790600229369,  33.066487038747816,  33.32749641618554
6,  0.2,  SIGMOID,  MOMENTUM - ANNEALING,  32.81426516970622,  34.589772631609016,  35.28632789113721,  34.230121897484146
6,  0.2,  TANH,  ANNEALING,  34.48287256095085,  34.45489975951257,  34.28285626311619,  34.40687619452654
6,  0.2,  TANH,  MOMENTUM - ANNEALING,  35.42916056902197,  35.23057009755363,  35.63819248566355,  35.43264105074638
6,  0.2,  RELU,  ANNEALING,  37.03713311628474,  39.05313703593695,  40.16878173905126,  38.753017297090985
6,  0.2,  RELU,  MOMENTUM - ANNEALING, ,  42.18922299999031,  39.045504639327724,  44.14407819313831
6,  0.25,  SIGMOID,  ANNEALING,  33.66778286672347,  33.62377488084582,  33.344605496214136,  33.54538774792781
6,  0.25,  SIGMOID,  MOMENTUM - ANNEALING,  33.53330971942895,  33.497347855776766,  34.693155979807486,  33.907937851671065
6,  0.25,  TANH,  ANNEALING,  34.795051498865696,  34.84389886505508,  34.666717584338315,  34.76855598275303
6,  0.25,  TANH,  MOMENTUM - ANNEALING,  35.41526036287307,  35.379821050940855,  35.394226932501546,  35.39643611543849
6,  0.25,  RELU,  ANNEALING, ,  40.74792920061252,  44.156057950323515,  46.09709733838729
6,  0.25,  RELU,  MOMENTUM - ANNEALING, ,  34.637946536005764,  39.047145445501805,  42.76333087157306
6,  0.3,  SIGMOID,  ANNEALING,  33.09119025808238,  34.650430782552725,  34.57798928174469,  34.106536774126596
6,  0.3,  SIGMOID,  MOMENTUM - ANNEALING,  34.38280888497755,  35.09791009760648,  36.15449310115539,  35.21173736124647
6,  0.3,  TANH,  ANNEALING,  35.03089531080625,  35.0449501755786,  34.92733565004475,  35.00106037880987
6,  0.3,  TANH,  MOMENTUM - ANNEALING, ,  34.955068581624545,  34.72774959104918,  36.967394585212
6,  0.3,  RELU,  ANNEALING,  40.93487517829648, ,  39.57595891556085,  43.500770052295856
6,  0.3,  RELU,  MOMENTUM - ANNEALING,  45.115804110617525,  44.98402551107954,  41.22261411642974,  43.77414791270894
6,  0.35,  SIGMOID,  ANNEALING,  34.667745184853565,  33.21375730013364,  32.74487110687885,  33.54212453062202
6,  0.35,  SIGMOID,  MOMENTUM - ANNEALING,  35.251902205391545,  35.03538512860992,  34.658809983617815,  34.98203243920643
6,  0.35,  TANH,  ANNEALING,  35.27748554789286,  35.27787663359222,  35.40459147320705,  35.31998455156404
6,  0.35,  TANH,  MOMENTUM - ANNEALING,  35.11240758152183,  35.445456349390895,  36.381326673197314,  35.64639686803668
6,  0.35,  RELU,  ANNEALING,  39.76443766366503,  38.48567415410646, ,  42.84826490596972
6,  0.35,  RELU,  MOMENTUM - ANNEALING,  44.812840108117086,  38.17971381783961,  42.09511261197354,  41.69588884597675
6,  0.4,  SIGMOID,  ANNEALING,  34.454871042967646,  34.33093066834833,  34.96725966885425,  34.58435379339007
6,  0.4,  SIGMOID,  MOMENTUM - ANNEALING,  35.31693620648747,  35.38473729651566,  34.76727038359984,  35.156314628867655
6,  0.4,  TANH,  ANNEALING,  35.60195979696947,  35.51496717850281,  35.41507010681025,  35.51066569409417
6,  0.4,  TANH,  MOMENTUM - ANNEALING,  41.30741693466298,  41.38955209232644,  41.68253030428819,  41.45983311042587
6,  0.4,  RELU,  ANNEALING,  39.507449581839076,  36.5892690307739,  35.656173066261765,  37.25096389295825
6,  0.4,  RELU,  MOMENTUM - ANNEALING, ,  48.83874259111345,  57.72545473588767,  48.238188652117366
6,  0.45,  SIGMOID,  ANNEALING,  34.49656770640256,  35.15144993952558,  35.432210970374214,  35.02674287210078
6,  0.45,  SIGMOID,  MOMENTUM - ANNEALING,  35.66276140901718,  33.67063783705429,  33.26603127596145,  34.19981017401097
6,  0.45,  TANH,  ANNEALING,  35.61182845441658,  35.58016053792636,  35.2975915403323,  35.49652684422508
6,  0.45,  TANH,  MOMENTUM - ANNEALING,  39.61778802818467,  40.12736983823696,  39.70481324731383,  39.816657037911824
6,  0.45,  RELU,  ANNEALING,  39.436821933130375,  40.228166128077724, ,  42.487900679219585
6,  0.45,  RELU,  MOMENTUM - ANNEALING,  50.88589266680841,  50.278197399477634,  50.83856552845758,  50.667551864914536
7,  0.05,  SIGMOID,  ANNEALING,  36.16679327046101,  36.62134920663308,  35.67508415056681,  36.154408875886965
7,  0.05,  SIGMOID,  MOMENTUM - ANNEALING,  34.61063033657499,  34.310519962497224,  34.9826074894437,  34.634585929505306
7,  0.05,  TANH,  ANNEALING,  33.61513071651831,  33.58067121100541,  33.65309702149495,  33.61629964967289
7,  0.05,  TANH,  MOMENTUM - ANNEALING,  33.84929761908775,  33.87996931652669,  33.83557773102507,  33.854948222213174
7,  0.05,  RELU,  ANNEALING, ,  35.24284077052446,  36.22012878704404,  40.3320466811553
7,  0.05,  RELU,  MOMENTUM - ANNEALING, ,  37.99674826012727,  35.40218449418512,  40.6883152417175
7,  0.1,  SIGMOID,  ANNEALING,  34.0970084024029,  34.46482524263754,  36.53780060916817,  35.033211418069534
7,  0.1,  SIGMOID,  MOMENTUM - ANNEALING,  34.633305682478294,  33.52963977286428,  34.70769161350709,  34.29021235628321
7,  0.1,  TANH,  ANNEALING,  33.77303407338966,  33.83656749378079,  33.81901328054145,  33.80953828257063
7,  0.1,  TANH,  MOMENTUM - ANNEALING,  34.36561588724833,  34.39169787699627,  34.429641698021946,  34.39565182075552
7,  0.1,  RELU,  ANNEALING,  38.372118499153764,  37.29595419659608,  35.14117772507525,  36.9364168069417
7,  0.1,  RELU,  MOMENTUM - ANNEALING,  39.46430232903307,  42.34017731138951,  38.39920339009524,  40.06789434350594
7,  0.15,  SIGMOID,  ANNEALING,  34.45089943077196,  33.40798594237578,  33.677232566779686,  33.84537264664248
7,  0.15,  SIGMOID,  MOMENTUM - ANNEALING,  33.65446756278878,  33.75125248900073,  34.5799308519155,  33.99521696790166
7,  0.15,  TANH,  ANNEALING,  34.306442884239786,  33.89477773785432,  34.14407472296483,  34.115098448352974
7,  0.15,  TANH,  MOMENTUM - ANNEALING,  35.01056166789697,  35.15158389730119,  35.018056261844976,  35.06006727568104
